vendor_id,legal_name,trading_name,vendor_type,country,market,currency,tax_id,registration_id,primary_contact,contact_email,payment_terms,incoterms,lead_time_days,minimum_order_quantity,return_terms,bank_information_status,document_type,document_status,document_issue_date,document_expiry_date,insurance_status,ethical_trade_status,sustainability_status,vendor_authorization,submitted_at,onboarding_owner,compliance_owner,commercial_owner,lifecycle_status,revision_number,source_business_unit,planned_purchase_value,value_currency,planned_item_count,strategic_tier,planned_launch_date,downstream_dependency,approved_at
VENDOR-DEMO-0271,Fictional Supplier 0271,Fictional Supplier 0271,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0271,DEMO-NOT-VALID-REG-0271,Fictional Contact 271,demo271@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0272,Fictional Supplier 0272,Fictional Supplier 0272,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0272,DEMO-NOT-VALID-REG-0272,Fictional Contact 272,demo272@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0273,Fictional Supplier 0273,Fictional Supplier 0273,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0273,DEMO-NOT-VALID-REG-0273,Fictional Contact 273,demo273@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0274,Fictional Supplier 0274,Fictional Supplier 0274,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0274,DEMO-NOT-VALID-REG-0274,Fictional Contact 274,demo274@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0275,Fictional Supplier 0275,Fictional Supplier 0275,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0275,DEMO-NOT-VALID-REG-0275,Fictional Contact 275,demo275@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0276,Fictional Supplier 0276,Fictional Supplier 0276,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0276,DEMO-NOT-VALID-REG-0276,Fictional Contact 276,demo276@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0277,Fictional Supplier 0277,Fictional Supplier 0277,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0277,DEMO-NOT-VALID-REG-0277,Fictional Contact 277,demo277@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0278,Fictional Supplier 0278,Fictional Supplier 0278,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0278,DEMO-NOT-VALID-REG-0278,Fictional Contact 278,demo278@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0279,Fictional Supplier 0279,Fictional Supplier 0279,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0279,DEMO-NOT-VALID-REG-0279,Fictional Contact 279,demo279@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0280,Fictional Supplier 0280,Fictional Supplier 0280,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0280,DEMO-NOT-VALID-REG-0280,Fictional Contact 280,demo280@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0281,Fictional Supplier 0281,Fictional Supplier 0281,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0281,DEMO-NOT-VALID-REG-0281,Fictional Contact 281,demo281@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0282,Fictional Supplier 0282,Fictional Supplier 0282,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0282,DEMO-NOT-VALID-REG-0282,Fictional Contact 282,demo282@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0283,Fictional Supplier 0283,Fictional Supplier 0283,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0283,DEMO-NOT-VALID-REG-0283,Fictional Contact 283,demo283@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0284,Fictional Supplier 0284,Fictional Supplier 0284,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0284,DEMO-NOT-VALID-REG-0284,Fictional Contact 284,demo284@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0285,Fictional Supplier 0285,Fictional Supplier 0285,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0285,DEMO-NOT-VALID-REG-0285,Fictional Contact 285,demo285@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0286,Fictional Supplier 0286,Fictional Supplier 0286,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0286,DEMO-NOT-VALID-REG-0286,Fictional Contact 286,demo286@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0287,Fictional Supplier 0287,Fictional Supplier 0287,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0287,DEMO-NOT-VALID-REG-0287,Fictional Contact 287,demo287@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0288,Fictional Supplier 0288,Fictional Supplier 0288,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0288,DEMO-NOT-VALID-REG-0288,Fictional Contact 288,demo288@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0289,Fictional Supplier 0289,Fictional Supplier 0289,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0289,DEMO-NOT-VALID-REG-0289,Fictional Contact 289,demo289@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0290,Fictional Supplier 0290,Fictional Supplier 0290,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0290,DEMO-NOT-VALID-REG-0290,Fictional Contact 290,demo290@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0291,Fictional Supplier 0291,Fictional Supplier 0291,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0291,DEMO-NOT-VALID-REG-0291,Fictional Contact 291,demo291@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0292,Fictional Supplier 0292,Fictional Supplier 0292,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0292,DEMO-NOT-VALID-REG-0292,Fictional Contact 292,demo292@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0293,Fictional Supplier 0293,Fictional Supplier 0293,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0293,DEMO-NOT-VALID-REG-0293,Fictional Contact 293,demo293@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0294,Fictional Supplier 0294,Fictional Supplier 0294,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0294,DEMO-NOT-VALID-REG-0294,Fictional Contact 294,demo294@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0295,Fictional Supplier 0295,Fictional Supplier 0295,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0295,DEMO-NOT-VALID-REG-0295,Fictional Contact 295,demo295@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0296,Fictional Supplier 0296,Fictional Supplier 0296,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0296,DEMO-NOT-VALID-REG-0296,Fictional Contact 296,demo296@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0297,Fictional Supplier 0297,Fictional Supplier 0297,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0297,DEMO-NOT-VALID-REG-0297,Fictional Contact 297,demo297@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0298,Fictional Supplier 0298,Fictional Supplier 0298,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0298,DEMO-NOT-VALID-REG-0298,Fictional Contact 298,demo298@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0299,Fictional Supplier 0299,Fictional Supplier 0299,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0299,DEMO-NOT-VALID-REG-0299,Fictional Contact 299,demo299@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0300,Fictional Supplier 0300,Fictional Supplier 0300,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0300,DEMO-NOT-VALID-REG-0300,Fictional Contact 300,demo300@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0301,Fictional Supplier 0301,Fictional Supplier 0301,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0301,DEMO-NOT-VALID-REG-0301,Fictional Contact 301,demo301@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0302,Fictional Supplier 0302,Fictional Supplier 0302,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0302,DEMO-NOT-VALID-REG-0302,Fictional Contact 302,demo302@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0303,Fictional Supplier 0303,Fictional Supplier 0303,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0303,DEMO-NOT-VALID-REG-0303,Fictional Contact 303,demo303@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0304,Fictional Supplier 0304,Fictional Supplier 0304,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0304,DEMO-NOT-VALID-REG-0304,Fictional Contact 304,demo304@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0305,Fictional Supplier 0305,Fictional Supplier 0305,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0305,DEMO-NOT-VALID-REG-0305,Fictional Contact 305,demo305@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0306,Fictional Supplier 0306,Fictional Supplier 0306,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0306,DEMO-NOT-VALID-REG-0306,Fictional Contact 306,demo306@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0307,Fictional Supplier 0307,Fictional Supplier 0307,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0307,DEMO-NOT-VALID-REG-0307,Fictional Contact 307,demo307@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0308,Fictional Supplier 0308,Fictional Supplier 0308,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0308,DEMO-NOT-VALID-REG-0308,Fictional Contact 308,demo308@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0309,Fictional Supplier 0309,Fictional Supplier 0309,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0309,DEMO-NOT-VALID-REG-0309,Fictional Contact 309,demo309@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0310,Fictional Supplier 0310,Fictional Supplier 0310,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0310,DEMO-NOT-VALID-REG-0310,Fictional Contact 310,demo310@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0311,Fictional Supplier 0311,Fictional Supplier 0311,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0311,DEMO-NOT-VALID-REG-0311,Fictional Contact 311,demo311@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0312,Fictional Supplier 0312,Fictional Supplier 0312,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0312,DEMO-NOT-VALID-REG-0312,Fictional Contact 312,demo312@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0313,Fictional Supplier 0313,Fictional Supplier 0313,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0313,DEMO-NOT-VALID-REG-0313,Fictional Contact 313,demo313@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0314,Fictional Supplier 0314,Fictional Supplier 0314,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0314,DEMO-NOT-VALID-REG-0314,Fictional Contact 314,demo314@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0315,Fictional Supplier 0315,Fictional Supplier 0315,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0315,DEMO-NOT-VALID-REG-0315,Fictional Contact 315,demo315@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0316,Fictional Supplier 0316,Fictional Supplier 0316,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0316,DEMO-NOT-VALID-REG-0316,Fictional Contact 316,demo316@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0317,Fictional Supplier 0317,Fictional Supplier 0317,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0317,DEMO-NOT-VALID-REG-0317,Fictional Contact 317,demo317@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0318,Fictional Supplier 0318,Fictional Supplier 0318,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0318,DEMO-NOT-VALID-REG-0318,Fictional Contact 318,demo318@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0319,Fictional Supplier 0319,Fictional Supplier 0319,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0319,DEMO-NOT-VALID-REG-0319,Fictional Contact 319,demo319@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0320,Fictional Supplier 0320,Fictional Supplier 0320,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0320,DEMO-NOT-VALID-REG-0320,Fictional Contact 320,demo320@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0321,Fictional Supplier 0321,Fictional Supplier 0321,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0321,DEMO-NOT-VALID-REG-0321,Fictional Contact 321,demo321@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0322,Fictional Supplier 0322,Fictional Supplier 0322,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0322,DEMO-NOT-VALID-REG-0322,Fictional Contact 322,demo322@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0323,Fictional Supplier 0323,Fictional Supplier 0323,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0323,DEMO-NOT-VALID-REG-0323,Fictional Contact 323,demo323@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0324,Fictional Supplier 0324,Fictional Supplier 0324,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0324,DEMO-NOT-VALID-REG-0324,Fictional Contact 324,demo324@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
